ID,Class of Spike-Binding Protein,Spike-Binding Protein,Barnes Class,Chains (If Combination),Complex Name,Resolution,Title,Released,DOI,Notes
7N0G,Nanobody/Sybody,Sb45,2,,7N0G_1;7N0G_2;7N0G_3,3.02,"CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)",6/2/2021,10.1016/j.jbc.2021.101202,
7N0H,Nanobody/Sybody,Sb45,2,,7N0H_1;7N0H_2,3.34,"CryoEM structure of SARS-CoV-2 spike protein (S-6P, 2-up) in complex with sybodies (Sb45)",6/2/2021,10.1016/j.jbc.2021.101202,
7N3I,Antibody,C098,,,7N3I_1,2.03,Crystal structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment C098,8/4/2021,10.1016/j.immuni.2021.07.008,
7N4I,Antibody,WRAIR-2057,,,7N4I_1,2.284,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2057.,10/6/2021,10.1038/s41590-021-01068-z,
7N4J,Antibody,WRAIR-2173,,,7N4J_1,2.207,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2173.,10/6/2021,10.1038/s41590-021-01068-z,
7N4L,Antibody,WRAIR-2125,,,7N4L_1,3.601,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2125.,11/10/2021,10.1038/s41590-021-01068-z,
7N4M,Antibody,WRAIR-2151,,,7N4M_1,3.79,Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2151.,11/10/2021,10.1038/s41590-021-01068-z,
7N5H,Antibody,Feb-36,,,7N5H_1;7N5H_2;7N5H_3,3.24,Cryo-EM structure of broadly neutralizing antibody 2-36 in complex with prefusion SARS-CoV-2 spike glycoprotein,11/3/2021,10.1101/2021.10.13.464307,
7N62,Antibody,C12C9,,,7N62_1,4,SARS-CoV-2 Spike (2P) in complex with C12C9 Fab (NTD local reconstruction),8/4/2021,10.1101/2021.03.10.434840,
7N64,Antibody,G32R7,3,,7N64_1,4.2,SARS-CoV-2 Spike (2P) in complex with G32R7 Fab (RBD and NTD local reconstruction),8/4/2021,10.1101/2021.03.10.434840,
7N8H,Antibody,S2L20,,"B,C,I,J,N,O",7N8H_2;7N8H_3;7N8H_5,2.3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement,7/14/2021,10.1126/science.abi7994,
7N8H,Antibody,S2M11,2,"D,E,G,H,L,M",7N8H_1;7N8H_4;7N8H_6,2.3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement,7/14/2021,10.1126/science.abi7994,Mutant Spike
7N8I,Antibody,S2L20,,,7N8I_1,3,SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 (Local Refinement of the NTD/S2L20),7/14/2021,10.1126/science.abi7994,Mutant Spike
7N9A,Nanobody/Sybody,Nb21,2,,7N9A_1,3.5,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS RBD with NB21,8/4/2021,,
7N9B,Nanobody/Sybody,Nb21,2,,7N9B_1;7N9B_2,3.8,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB21,8/4/2021,,"pdb misnumbered, 412 is actually 320"
7N9C,Nanobody/Sybody,Nb95,,,7N9C_1;7N9C_2,3.71,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB95,8/4/2021,,"pdb misnumbered, 412 is actually 320"
7N9E,Nanobody/Sybody,Nb34,4,,7N9E_1,3.52,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB34,8/4/2021,,
7N9T,Nanobody/Sybody,Nb17,4,,7N9T_1;7N9T_2;7N9T_3,3.18,CryoEM structure of SARS-CoV-2 Spike in complex with Nb17,8/11/2021,,class disagreement (3)
7ND3,Antibody,COVOX-40,1,,7ND3_1,3.7,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-40 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND4,Antibody,COVOX-88,,,7ND4_1;7ND4_2;7ND4_3,3.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-88 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND5,Antibody,COVOX-150,,,7ND5_1,3.4,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-150 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND6,Antibody,COVOX-40,1,,7ND6_1,7.3,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-40 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND7,Antibody,COVOX-316,,,7ND7_1;7ND7_2;7ND7_3,3.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-316 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND8,Antibody,COVOX-384,,,7ND8_1,3.5,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-384 Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7ND9,Antibody,COVOX-253H55L,,,7ND9_1,2.8,EM structure of SARS-CoV-2 Spike glycoprotein (one RBD up) in complex with COVOX-253H55L Fab,3/3/2021,,
7NDA,Antibody,COVOX-253H55L,,,7NDA_1,3.3,EM structure of SARS-CoV-2 Spike glycoprotein (all RBD down) in complex with COVOX-253H55L Fab,3/3/2021,,
7NDB,Antibody,COVOX-253H165L,2,,7NDB_1,4.6,EM structure of SARS-CoV-2 Spike glycoprotein in complex with COVOX-253H165L Fab,3/3/2021,10.1016/j.cell.2021.02.032,
7NDC,Antibody,COVOX-159,,,7NDC_1;7NDC_2;7NDC_3,4.1,EM structure of SARS-CoV-2 Spike glycoprotein (all RBD down) in complex with COVOX-159,3/3/2021,10.1016/j.cell.2021.02.032,
7NDD,Antibody,COVOX-159,,,7NDD_1;7NDD_2;7NDD_3,4.2,EM structure of SARS-CoV-2 Spike glycoprotein (one RBD up) in complex with COVOX-159,3/3/2021,10.1016/j.cell.2021.02.032,
7NEG,Antibody,COVOX-269,,,7NEG_1,2.19,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab,3/3/2021,10.1016/j.cell.2021.02.033,
7NEH,Antibody,COVOX-269,,,7NEH_1,1.77,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab,3/3/2021,10.1016/j.cell.2021.02.033,
7NKT,Nanobody/Sybody,NM1226,4,,7NKT_1,2.3,RBD domain of SARS-CoV2 in complex with neutralizing nanobody NM1226,5/12/2021,10.15252/embr.202052325,
7NP1,Antibody,ION-360,,,7NP1_1;7NP1_2;7NP1_3;7NP1_4,2.8,Crystal Structure of the SARS-CoV-2 Receptor Binding Domain in Complex with Antibody ION-360,11/17/2021,10.3389/fimmu.2021.678570,
7NTC,Antibody,P008_056,,,7NTC_1,3.6,Trimeric SARS-CoV-2 spike ectodomain bound to P008_056 Fab,4/28/2021,10.1126/sciadv.abg7607,
7NX6,Antibody,COVOX-222,1,"A,B",7NX6_2,2.25,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,
7NX6,Antibody,EY6A,4,"H,L",7NX6_1,2.25,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,
7NX7,Antibody,COVOX-222,1,"A,B",7NX7_2,2.3,Crystal structure of the K417N mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX7,Antibody,EY6A,4,"H,L",7NX7_1,2.3,Crystal structure of the K417N mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX8,Antibody,COVOX-222,1,"A,B",7NX8_2,1.95,Crystal structure of the K417T mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX8,Antibody,EY6A,4,"H,L",7NX8_1,1.95,Crystal structure of the K417T mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX9,Antibody,COVOX-222,1,"A,B",7NX9_1,2.4,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NX9,Antibody,EY6A,4,"H,L",7NX9_2,2.4,Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXA,Antibody,COVOX-222,1,"A,B",7NXA_1,2.5,Crystal structure of the receptor binding domain of SARS-CoV-2 B.1.351 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXA,Antibody,EY6A,4,"H,L",7NXA_2,2.5,Crystal structure of the receptor binding domain of SARS-CoV-2 B.1.351 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXB,Antibody,COVOX-222,1,"A,B",7NXB_1,2.67,Crystal structure of the receptor binding domain of SARS-CoV-2 P.1 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7NXB,Antibody,EY6A,4,"H,L",7NXB_2,2.67,Crystal structure of the receptor binding domain of SARS-CoV-2 P.1 variant Spike glycoprotein in complex with COVOX-222 and EY6A Fabs,4/7/2021,10.1016/j.cell.2021.03.055,Mutant Spike
7OAN,Nanobody/Sybody,C5,2,,7OAN_1;7OAN_2;7OAN_3,"3, 3",Nanobody C5 bound to Spike,8/11/2021,10.1038/s41467-021-25480-z,
7OAO,Nanobody/Sybody,C5,2,,7OAO_1,1.5,Nanobody C5 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAP,Nanobody/Sybody,C1,,AAA,7OAP_1,1.901,Nanobody H3 AND C1 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAP,Nanobody/Sybody,H3,,FFF,7OAP_2,1.901,Nanobody H3 AND C1 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OAQ,Nanobody/Sybody,H3,,,7OAQ_1;7OAQ_2,1.55,Nanobody H3 AND C1 bound to RBD with Kent mutation,8/11/2021,10.1038/s41467-021-25480-z,Mutant Spike
7OAU,Nanobody/Sybody,C5,2,,7OAU_1;7OAU_2,1.65,Nanobody C5 bound to Kent variant RBD (N501Y),8/11/2021,10.1038/s41467-021-25480-z,Mutant Spike
7OAY,Nanobody/Sybody,F2,,,7OAY_1;7OAY_2;7OAY_3;7OAY_4;7OAY_5;7OAY_6,2.34,Nanobody F2 bound to RBD,8/11/2021,10.1038/s41467-021-25480-z,
7OLZ,Nanobody/Sybody,Re5D06,,C,7OLZ_2,1.75,Crystal structure of the SARS-CoV-2 RBD with neutralizing-VHHs Re5D06 and Re9F06,8/11/2021,10.15252/embj.2021107985,
7OLZ,Nanobody/Sybody,Re9F06,,B,7OLZ_1,1.75,Crystal structure of the SARS-CoV-2 RBD with neutralizing-VHHs Re5D06 and Re9F06,8/11/2021,10.15252/embj.2021107985,
7OR9,Antibody,COVOX-222,1,"A,B",7OR9_2,2.34,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and COVOX-278 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,
7OR9,Antibody,COVOX-278,,"H,L",7OR9_1,2.34,Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-222 and COVOX-278 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,
7ORA,Antibody,COVOX-253,1,"F,G,H,L",7ORA_1;7ORA_4,2.6,Crystal structure of the T478K mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-45 and COVOX-253 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,Mutant Spike; class disagreement (2)
7ORA,Antibody,COVOX-45,3,"A,B,D,E",7ORA_2;7ORA_3,2.6,Crystal structure of the T478K mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-45 and COVOX-253 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,Mutant Spike
7ORB,Antibody,COVOX-253,1,"C,D,H,L",7ORB_1;7ORB_4,2.5,Crystal structure of the L452R mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-75 and COVOX-253 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,Mutant Spike; class disagreement (2)
7ORB,Antibody,COVOX-75,,"A,B,E,F",7ORB_2;7ORB_3,2.5,Crystal structure of the L452R mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-75 and COVOX-253 Fabs,7/7/2021,10.1016/j.cell.2021.06.020,Mutant Spike
7P40,Antibody,P5C3,1,,7P40_1;7P40_2;7P40_3,3.5,P5C3 is a potent fab neutralizer,10/13/2021,10.1016/j.celrep.2021.109814,class disagreement (2)
7P77,Nanobody/Sybody,Sb#15,2,"A,D,H",7P77_1;7P77_2;7P77_6,2.98,SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation,8/4/2021,,Mutant Spike
7P77,Nanobody/Sybody,Sb#68,,"W,X,Y",7P77_3;7P77_4;7P77_5,2.98,SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 3up conformation,8/4/2021,,Mutant Spike
7P78,Nanobody/Sybody,Sb#15,2,"B,D,H",7P78_1;7P78_2;7P78_3,3.32,SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 1up/1up-out/1down conformation,8/4/2021,,Mutant Spike
7P78,Nanobody/Sybody,Sb#68,,"W,Y",7P78_4;7P78_5,3.32,SARS-CoV-2 spike protein in complex with sybody#15 and sybody#68 in a 1up/1up-out/1down conformation,8/4/2021,,Mutant Spike
7P79,Nanobody/Sybody,Sb#15,2,,7P79_1;7P79_2;7P79_3,4,SARS-CoV-2 spike protein in complex with sybodyb#15 in a 1up/1up-out/1down conformation.,8/4/2021,,Mutant Spike
7P7A,Nanobody/Sybody,Sb#68,,,7P7A_1;7P7A_2,4.76,SARS-CoV-2 spike protein in complex with sybody#68 in a 2up/1flexible conformation,8/4/2021,,
7P7B,Nanobody/Sybody,Sb#68,,,X,3.13,SARS-CoV-2 spike protein in complex with sybody#68 in a 1up/2down conformation,8/4/2021,,No binder?
7PHG,Antibody,P5C3,1,,7PHG_1,4.3,MaP OF P5C3RBD Interface,10/13/2021,10.1016/j.celrep.2021.109814,class disagreement (2)
7R6W,Antibody,S2X35,,"H,L",7R6W_2,1.83,SARS-CoV-2 spike receptor-binding domain (RBD) in complex with S2X35 Fab and S309 Fab,7/21/2021,10.1038/s41586-021-03807-6,
7R6W,Antibody,S309,3,"A,B",7R6W_1,1.83,SARS-CoV-2 spike receptor-binding domain (RBD) in complex with S2X35 Fab and S309 Fab,7/21/2021,10.1038/s41586-021-03807-6,
7R6X,Antibody,S2E12,1,"C,D",7R6X_3,2.95,"SARS-CoV-2 spike receptor-binding domain (RBD) in complex with S2E12 Fab, S309 Fab, and S304 Fab",7/21/2021,10.1038/s41586-021-03807-6,
7R6X,Antibody,S304,4,"H,L",7R6X_2,2.95,"SARS-CoV-2 spike receptor-binding domain (RBD) in complex with S2E12 Fab, S309 Fab, and S304 Fab",7/21/2021,10.1038/s41586-021-03807-6,
7R6X,Antibody,S309,3,"A,B",7R6X_1,2.95,"SARS-CoV-2 spike receptor-binding domain (RBD) in complex with S2E12 Fab, S309 Fab, and S304 Fab",7/21/2021,10.1038/s41586-021-03807-6,
7R7N,Antibody,S2D106,2,,7R7N_1,3.95,SARS-CoV-2 spike in complex with the S2D106 neutralizing antibody Fab fragment (local refinement of the RBD and S2D106),7/21/2021,10.1038/s41586-021-03807-6,
7R8L,Antibody,C099,,"H,L",7R8L_2,2.6,Structure of the SARS-CoV-2 RBD in complex with neutralizing antibody C099 and CR3022,8/4/2021,10.1016/j.immuni.2021.07.008,
7R8L,Antibody,CR3022,4,"C,D",7R8L_1,2.6,Structure of the SARS-CoV-2 RBD in complex with neutralizing antibody C099 and CR3022,8/4/2021,10.1016/j.immuni.2021.07.008,
7R8M,Antibody,C032,3,,7R8M_1;7R8M_2,3.4,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C032,8/4/2021,10.1016/j.immuni.2021.07.008,
7R8N,Antibody,C051,2,,7R8N_1;7R8N_2;7R8N_3,3.55,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C051,8/4/2021,10.1016/j.immuni.2021.07.008,
7R8O,Antibody,C548,2,,7R8O_1;7R8O_2;7R8O_3,3.5,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C548,8/4/2021,10.1016/j.immuni.2021.07.008,
7RA8,Antibody,S2X259,4,,7RA8_1;7RA8_2;7RA8_3,3.1,SARS-CoV-2 S glycoprotein in complex with S2X259 Fab,8/4/2021,10.1038/s41586-021-03817-4,
7RAL,Antibody,S2X259,4,,7RAL_1,,SARS-CoV-2 S bound to S2X259 Fab (local refinement of the RBD/S2X259 variable domains),8/4/2021,10.1038/s41586-021-03817-4,
7RKU,Antibody,C022,,,7RKU_1;7RKU_2,3.2,"Structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment, C022",9/22/2021,10.1016/j.celrep.2021.109760,
7RKV,Antibody,C118,4,,7RKV_1;7RKV_2;7RKV_3,3.45,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody C118 (State 1),9/22/2021,10.1016/j.celrep.2021.109760,
7RNJ,Antibody,S2P6,,,X,2.67,S2P6 Fab fragment bound to the SARS-CoV/SARS-CoV-2 spike stem helix peptide,8/11/2021,10.1126/science.abj3321,only modeled binding 1146-1160
7RR0,Antibody,PDI 222,,,7RR0_1,3.12,SARS-CoV-2 receptor binding domain bound to Fab PDI 222,10/6/2021,10.1016/j.celrep.2021.109822,
7RW2,Antibody,7-May,,,7RW2_1;7RW2_2;7RW2_3,3.5,Cryo-EM structure of NTD-directed neutralizing antibody 5-7 in complex with prefusion SARS-CoV-2 spike glycoprotein,9/1/2021,10.1101/2021.06.29.450397,
7RXD,Other,Legobody,,,7RXD_1,3.6,CryoEM structure of RBD domain of COVID-19 in complex with Legobody,10/6/2021,10.1073/pnas.2115001118,Nanobody attached to two scaffolds.
7S0B,Antibody,N-612-056,,,7S0B_1;7S0B_2,2.9,Structure of the SARS-CoV-2 RBD in complex with neutralizing antibody N-612-056,10/6/2021,10.1101/2021.09.14.460356,
7S0C,Antibody,N-612-017,3,,7S0C_1;7S0C_2,3.25,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody N-612-017,10/6/2021,10.1101/2021.09.14.460356,
7S0D,Antibody,N-612-014,,,7S0D_1;7S0D_2;7S0D_3,3.5,Structure of the SARS-CoV-2 S 6P trimer in complex with neutralizing antibody N-612-014,10/6/2021,10.1101/2021.09.14.460356,
7S0E,Antibody,N-612-004,,,7S0E_1,4.9,Structure of the SARS-CoV-2 S1 subunit in complex with antibody N-612-004,10/6/2021,10.1101/2021.09.14.460356,
7S3N,Antibody,Fab22,,,X,1.9,SARS-CoV-2 S stem helix peptide bound to Fab22,10/27/2021,10.1016/j.celrep.2021.109929,only modeled binding 1147-1156
7S4S,Antibody,CoV11,,,7S4S_1,2.05,Crystal Structure of SARS-CoV-2 S receptor-binding domain (RBD) in complex CoV11 Fab,9/22/2021,,
7SO9,Antibody,S2L20,,"B,C,I,J,N,O",7SO9_2;7SO9_3;7SO9_5,2.4,SARS-CoV-2 S B.1.617.2 delta variant + S2M11 + S2L20 Global Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SO9,Antibody,S2M11,2,"D,E,G,H,L,M",7SO9_1;7SO9_4;7SO9_6,2.4,SARS-CoV-2 S B.1.617.2 delta variant + S2M11 + S2L20 Global Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOA,Antibody,S2L20,,,7SOA_1,3.1,SARS-CoV-2 S NTD B.1.617.2 delta variant + S2L20 Local Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOB,Antibody,S2L20,,"B,C,E,F,L,M",7SOB_2;7SOB_4;7SOB_5,2.4,SARS-CoV-2 S B.1.617.1 kappa variant + S309 + S2L20 Global Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOB,Antibody,S309,3,"G,H,I,J,N,O",7SOB_1;7SOB_3;7SOB_6,2.4,SARS-CoV-2 S B.1.617.1 kappa variant + S309 + S2L20 Global Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOC,Antibody,S309,3,,7SOC_1,3.3,SARS-CoV-2 S RBD B.1.617.1 kappa variant S309 Local Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOD,Antibody,S2L20,,,7SOD_1,3.2,SARS-CoV-2 S NTD B.1.617.1 kappa variant S2L20 Local Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOE,Antibody,S2X303,,,7SOE_1;7SOE_2;7SOE_3,2.8,SARS-CoV-2 S B.1.617.1 kappa variant + S2X303 Global Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7SOF,Antibody,S2X303,,,7SOF_1,3.6,SARS-CoV-2 S NTD B.1.617.1 kappa variant S2X303 Local Refinement,11/17/2021,10.1126/science.abl8506,Mutant Spike
7V26,Antibody,XG005,3,,7V26_1;7V26_2;7V26_3,3.85,XG005-bound SARS-CoV-2 S,10/20/2021,10.1007/s13238-021-00871-6,
7V2A,Antibody,XG014,3,,7V2A_1;7V2A_2;7V2A_3,"3.4, 3.4",SARS-CoV-2 Spike trimer in complex with XG014 Fab,10/20/2021,10.1007/s13238-021-00871-6,
7VMU,Antibody,E4,,,7VMU_1,2.89,Crystal Structure of SARS-CoV Spike Receptor-Binding Domain Complexed with Neutralizing Antibody,11/3/2021,,
7VNB,Nanobody/Sybody,n3113,4,,7VNB_1,2.27,Crystal structure of the SARS-CoV-2 RBD in complex with a human single domain antibody n3113,11/24/2021,10.1038/s41392-021-00810-1,Not referred to as nanboody but seems like human-derived nanobody.
7VNC,Nanobody/Sybody,n3113,4,,7VNC_1,3.7,"Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UDD-state, state 1)",11/24/2021,10.1038/s41392-021-00810-1,Not referred to as nanboody but seems like human-derived nanobody.
7VND,Nanobody/Sybody,n3113,4,,7VND_1;7VND_2,3.6,"Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UUD-state, state 2)",11/24/2021,10.1038/s41392-021-00810-1,Not referred to as nanboody but seems like human-derived nanobody.
7VNE,Nanobody/Sybody,n3113,4,,7VNE_1;7VNE_2;7VNE_3,3.5,Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113.1 (UUU-state),11/24/2021,10.1038/s41392-021-00810-1,Not referred to as nanboody but seems like human-derived nanobody.
